,cervix_area,os_area,walls_area,speculum_area,artifacts_area,cervix_artifacts_area,os_artifacts_area,walls_artifacts_area,speculum_artifacts_area,cervix_specularities_area,os_specularities_area,walls_specularities_area,speculum_specularities_area,specularities_area,area_h_max_diff,rgb_cervix_r_mean,rgb_cervix_r_std,rgb_cervix_r_mean_minus_std,rgb_cervix_r_mean_plus_std,rgb_cervix_g_mean,rgb_cervix_g_std,rgb_cervix_g_mean_minus_std,rgb_cervix_g_mean_plus_std,rgb_cervix_b_mean,rgb_cervix_b_std,rgb_cervix_b_mean_minus_std,rgb_cervix_b_mean_plus_std,rgb_total_r_mean,rgb_total_r_std,rgb_total_r_mean_minus_std,rgb_total_r_mean_plus_std,rgb_total_g_mean,rgb_total_g_std,rgb_total_g_mean_minus_std,rgb_total_g_mean_plus_std,rgb_total_b_mean,rgb_total_b_std,rgb_total_b_mean_minus_std,rgb_total_b_mean_plus_std,hsv_cervix_h_mean,hsv_cervix_h_std,hsv_cervix_s_mean,hsv_cervix_s_std,hsv_cervix_v_mean,hsv_cervix_v_std,hsv_total_h_mean,hsv_total_h_std,hsv_total_s_mean,hsv_total_s_std,hsv_total_v_mean,hsv_total_v_std,fit_cervix_hull_rate,fit_cervix_hull_total,fit_cervix_bbox_rate,fit_cervix_bbox_total,fit_circle_rate,fit_circle_total,fit_ellipse_rate,fit_ellipse_total,fit_ellipse_goodness,dist_to_center_cervix,dist_to_center_os,consensus
0,0.317898879771,0.3801505802617707,0.142670408926,0.40414382507013635,0.2145076586554709,0.1607285956397445,0.0,0.0007885497536391799,0.040144638088455316,0.03320979231022714,0.0,0.0,0.3122420171927402,0.2600186261775284,0.4362203833596189,0.6955127005834897,0.24527769146890238,0.6990247074867721,0.49804897872314485,0.5556048679606316,0.2456309798626224,0.6452692067522284,0.43852524608478144,0.41771597541562605,0.30709980886847266,0.39217330168040165,0.4319012429040858,0.821401820916473,0.6513359164994024,0.6475698177071227,0.7856344953118364,0.6640371725486621,0.6143867748231886,0.5620825940553973,0.6668027587742309,0.6941233391534369,0.6343270955401411,0.5508687256770348,0.7200677075278663,0.8207576512420529,0.8850986266101111,0.3859156782349377,0.22377274742609443,0.43064960170632366,0.30964911628366953,0.8122448814114118,0.8534608425948784,0.3592794975073944,0.27018424223596743,0.7094836104171285,0.6339713418315842,0.9275931781012077,0.33984533984495985,0.8257396587913435,0.38337701120447815,0.7828529111938147,0.2893558709891678,0.9040895445555737,0.3501083342544245,0.49894372736795617,0.327891145853,0.486701988974,1.0
1,0.551027824678,0.3212106018429459,0.0961141108089,0.36870829944857747,0.23676199702289363,0.0867933948776484,0.0,0.35835135666715284,0.09502669655892386,0.03661204849553001,0.0,0.0,0.1384551690902378,0.11021899870173814,0.09734156676696987,0.4502089672760067,0.3114319547878981,0.2870434953693157,0.389344252538962,0.3480080981459388,0.2621406838760229,0.2803597174591051,0.3196585766015184,0.2907808874910781,0.3611388375923495,0.18050312949947828,0.3520242604958658,0.6095681897020557,0.6744632799111775,0.2558142851778251,0.6640358854744697,0.4736174123745483,0.5573174719680224,0.21884799216796497,0.5253381418244212,0.5157135180463882,0.5930238198595423,0.2856103539858341,0.5833952938738722,0.8543384563502029,0.7734035172507072,0.44793957916197097,0.3412561749750887,0.31057087510222553,0.3719081115925141,0.8192204666551478,0.822918456463875,0.4031554416299418,0.32018472738464154,0.5316728487323996,0.5958124573478183,0.88379448324214,0.618261368262054,0.8172728450756129,0.6714082503552747,0.8198306695668687,0.4789308805186084,0.9089681599694933,0.6036007313373167,0.24288502979329138,0.570222910945,0.53290725482,1.0
2,0.570135339353,0.36229320131018516,0.212170805577,0.40117657423367686,0.21866074130672597,0.11075096383215667,0.0,0.0587000969999487,0.025020211783836118,0.020273229073313304,0.0,0.007699403954416109,0.0003027209180982692,0.014336512953617063,0.07703650510251765,0.40613608992225414,0.21351969685280212,0.3320112479040218,0.3216585413159659,0.29993409320630793,0.1902596021726409,0.28241263521015536,0.260683385209037,0.3105620264321116,0.23081000586908718,0.2900096313962837,0.32197591458398434,0.5638662189920717,0.5179041161733022,0.3612897665840645,0.5693188703171,0.3751761221304591,0.323288448612676,0.3540027291591201,0.36678357555177477,0.7424810109314828,0.8208130186386972,0.4446939500836462,0.8268126775705236,0.8834312868723407,0.9514617285164604,0.571105520307199,0.2113942057480943,0.3120651266609802,0.2483334596314699,0.8970012066410316,0.9891365377792676,0.6463705991644659,0.2648263919880393,0.7266585601788068,0.8207192555872896,0.8862727916207469,0.6379114712446504,0.7755903851190953,0.7320247381635329,0.7386077277358383,0.5500315303742581,0.8845501259459473,0.6417714765334012,0.28571347957358684,0.51713199876,0.554940855965,1.0
3,0.456402766093,0.29324046567374246,0.118763397796,0.5690584188391921,0.1965442793689288,0.0709390805535533,0.0,0.026904080635243403,0.07072548451732773,0.050649326678807845,0.0,0.023799607999771107,0.22071939591532955,0.26456228481068184,0.670220169470573,0.6089070411233438,0.2909875632633348,0.5293481758910658,0.4694741625617568,0.4685025883858224,0.28550623087428606,0.4544912435031097,0.4023390466227011,0.43344080659675815,0.4574304434229169,0.3198316700934371,0.49653427939034844,0.7720636844011904,0.6813192379845203,0.5273983218458597,0.7677398788385491,0.601096239021656,0.6382403529027965,0.38334184131503357,0.637884451415996,0.6547525816129852,0.6148306313482916,0.502879164717499,0.6857793092886475,0.8595087936602631,0.8618574898423411,0.4727682936374627,0.3681890905296015,0.44509305452667514,0.45902200948660693,0.8007599386810237,0.849509644022479,0.396919047621287,0.3498110809482773,0.6733815494387105,0.613261903159036,0.9171847420892091,0.4934479101143206,0.8485505512641933,0.5356125706244871,0.7890294269963473,0.4121720508782761,0.90479902180616,0.5022512704058036,0.21095505708482817,0.311316176858,0.596118801192,1.0
4,0.560897666767,0.38692598012915164,0.147885273085,0.4494641180341141,0.021129775904218433,0.06331364072336244,0.0,0.0,0.0,0.03055911181634878,0.0,0.004929804675285462,0.06651651877066848,0.06780211096660371,0.4591088871438166,0.8607384165214244,0.2067373417172356,0.9699950853689263,0.573907131264291,0.6533138703323488,0.1984138560474516,0.8621213337446493,0.47808517425765645,0.5073750438184282,0.3486967628627364,0.4916149298925324,0.5161275117068491,0.8583852630500387,0.40578897813764236,1.0,0.7044849542326216,0.6501266149504522,0.35866324813664746,0.9214836326537208,0.5514050593724674,0.7065589893450541,0.43208597363852286,0.7777332726186623,0.6480330805493882,0.8126402937890421,0.887934899902231,0.4051445657982228,0.21475202095346468,0.5260008020373109,0.3324062782139872,0.7952386146675284,0.9185293358481579,0.3724840102605564,0.21749655244040408,0.7164496332075336,0.41603387709974576,0.9392282388303121,0.592191758858778,0.7706864881688887,0.724746458405387,0.8265520264717674,0.48354501500940483,0.9172061670204881,0.6088938194161689,0.28567549253735786,0.61885255431,0.404180641988,1.0
5,0.642600526692,0.41433777127782845,0.278728188964,0.12949870460772492,0.0645506271528833,0.16882836659718534,0.0,0.0,0.0,0.10452314109725279,0.0,0.04439669351438826,0.08478861072267006,0.07767962973392761,0.1235531250277979,0.9420928499887281,0.4976504445338524,0.7675919316877938,0.7471696437616634,0.7024835023250954,0.4678204021003162,0.6360540791313111,0.6197791119289837,0.6279445503261221,0.6020908986129597,0.501397573739028,0.6982231253618786,0.8373363733411266,0.583276352643067,0.7550360877198793,0.7666674706827498,0.6214232809073836,0.48054306077497677,0.6703167540410462,0.5845778797511256,0.7828966490357675,0.617231233415451,0.7211012568667748,0.773103627234469,0.8530564311015005,0.9335846053635541,0.4842293193369175,0.25873525643517964,0.6334845307755352,0.6193847818403695,0.8440746469364033,0.9424438490723543,0.4585456061141241,0.25639077994732357,0.7754606123544305,0.6077761857945873,0.924157079229183,0.6895172728512132,0.8392895693752309,0.762446657183976,0.6804134349240608,0.6729637465892736,0.9159119094170135,0.6985737616382927,0.4028279138037117,0.259204431564,0.307057852313,0.0
6,0.640027981706,0.11514416793875876,0.127832685533,0.5521087790293321,0.012986496242640509,0.034101938156484324,0.0,0.0,0.0,0.011233764044027306,0.0,0.0,0.06675287127470005,0.07614155895447067,0.32855335591930923,0.19291527193603974,0.14590977932745156,0.10949508170473492,0.17229963936553697,0.1647684372685979,0.13646923508708197,0.11861263862961947,0.1564787892869978,0.11452891688857535,0.13704569571822148,0.07435496503143274,0.13683974695491893,0.25167514353660425,0.40916596579987835,-0.04809158193569474,0.3295678637581041,0.20299494062840429,0.3814581210100273,-0.12413296187115712,0.2847159229730166,0.23168665284986434,0.392508853835051,0.00022051670721605606,0.31222973475653804,0.8023581662018918,0.7618573637727144,0.3195681523992007,0.36169738439333626,0.12023045172216416,0.15037476694968155,0.8182422589655212,0.8161710865144975,0.3673515571757302,0.4112124651678383,0.23336079225627254,0.39439572643457144,0.9161434933498087,0.6927640260976297,0.8406346570428687,0.7581792318639278,0.758795444024739,0.601032171125503,0.9061934797310628,0.7032389664970475,0.2941712647357558,0.608949467893,0.439186330271,0.0
7,0.558971721526,0.38057823796869905,0.20805172749899997,0.41934327128987015,0.11006488465558421,0.33093673296671494,0.0,0.0,0.0,0.12629392454987615,0.0018033153979165743,0.0,0.7080708788306935,0.6193345374493022,0.13781212290292555,0.5117037519529825,0.38057354224160894,0.2974222758334366,0.4541927660605496,0.5558619992935919,0.4258720205930861,0.4396193536879393,0.5135559576142394,0.6363965116542353,0.5691392986564795,0.5339165474308061,0.6933093360458701,0.8081861148369447,0.9589714756676095,0.26302148193953456,0.9078476407535836,0.7577360307921376,0.8410651457604527,0.4274419215849383,0.8193577024768077,0.7838572535387163,0.5113780700090353,0.8302884401403301,0.731661113777447,0.7467316192315709,0.8050352958109889,0.63763081027362,0.4035944189789505,0.6365205206838456,0.5950635150105942,0.8236822487499337,0.7219705573688481,0.547267619339794,0.42272284559093604,0.8963170378651362,0.6873437140304504,0.9024585800130965,0.614203697536765,0.7237176754760744,0.7691319829550848,0.7533759437181058,0.5286905659836049,0.8804047378241394,0.632167791217364,0.3278740029330654,0.491447607391,0.513309751838,1.0
8,0.535768358823,0.44343629324156386,0.199776523315,0.4459118069866814,0.021381622164046314,0.06707329148671981,0.0,0.0,0.0,0.03227555412276387,0.0,0.0,0.19354545994959435,0.17851498560670803,0.4339139940370593,0.9218475479488581,0.25727479550565463,1.0,0.6303797444937673,0.7501292715066618,0.22414546120802703,0.9940780873767303,0.5474079774699866,0.6464261898695749,0.39424276846010775,0.6577426780723233,0.6401415145111891,0.8794717407149526,0.5123065214330651,0.9110154583925159,0.762719383267287,0.7124186179548176,0.46625034689247236,0.8978639422153476,0.6348195757152137,0.8349032264626903,0.46125366229991893,0.969108173130991,0.7461356024862458,0.883622972346276,0.9579145880545729,0.44853786074912755,0.24789141794787647,0.6488725137327739,0.4121747359644809,0.8628303103431825,0.951184263640058,0.4118517456318128,0.27507331068261637,0.8260743992558174,0.47463955621114795,0.8801114937029594,0.6036556036556124,0.7912874144595552,0.6742532005686402,0.7885900504646582,0.4841157815092373,0.8868747121954729,0.6015056184156268,0.2819258161528855,0.320813525228,0.292906166419,1.0
9,0.280921333806,0.138749754643423,0.167750735678,0.5947921390713597,0.0062504482793672225,0.03739490841456287,0.0,0.0,0.0,0.0,0.0,0.0,0.19535202769965548,0.229511203928002,0.26398366975206733,0.5846557535697314,0.2790649115628625,0.5086267448833538,0.45062995858000593,0.48938395835106674,0.23089999743790773,0.5517313952390418,0.39230095722362346,0.28490457198862035,0.23279249092712187,0.25283648993978136,0.3027137616767393,0.7654658589390264,0.6795594498195959,0.5181134259526475,0.7629011799465665,0.6469811927985264,0.6114810868910114,0.5279672283205677,0.6550530771051032,0.6526655021642219,0.5773851254464727,0.537325031455995,0.6694833014357197,0.6845218532359877,0.7474688507080453,0.24151663486679284,0.17574030965914847,0.31489168925133115,0.27062749246905915,0.8187077428723999,0.8278987599295687,0.3331506085304878,0.27330245646889256,0.6633979600554945,0.5890717136978295,0.9634031889647628,0.2891522058191239,0.8072490678718599,0.3465432011524802,0.9850764690829544,0.20320680554559425,0.9247646232597428,0.3024672882600498,0.07475792159605218,0.203055521552,0.235967350634,0.0
