,cervix_area,os_area,walls_area,speculum_area,artifacts_area,cervix_artifacts_area,os_artifacts_area,walls_artifacts_area,speculum_artifacts_area,cervix_specularities_area,os_specularities_area,walls_specularities_area,speculum_specularities_area,specularities_area,area_h_max_diff,rgb_cervix_r_mean,rgb_cervix_r_std,rgb_cervix_r_mean_minus_std,rgb_cervix_r_mean_plus_std,rgb_cervix_g_mean,rgb_cervix_g_std,rgb_cervix_g_mean_minus_std,rgb_cervix_g_mean_plus_std,rgb_cervix_b_mean,rgb_cervix_b_std,rgb_cervix_b_mean_minus_std,rgb_cervix_b_mean_plus_std,rgb_total_r_mean,rgb_total_r_std,rgb_total_r_mean_minus_std,rgb_total_r_mean_plus_std,rgb_total_g_mean,rgb_total_g_std,rgb_total_g_mean_minus_std,rgb_total_g_mean_plus_std,rgb_total_b_mean,rgb_total_b_std,rgb_total_b_mean_minus_std,rgb_total_b_mean_plus_std,hsv_cervix_h_mean,hsv_cervix_h_std,hsv_cervix_s_mean,hsv_cervix_s_std,hsv_cervix_v_mean,hsv_cervix_v_std,hsv_total_h_mean,hsv_total_h_std,hsv_total_s_mean,hsv_total_s_std,hsv_total_v_mean,hsv_total_v_std,fit_cervix_hull_rate,fit_cervix_hull_total,fit_cervix_bbox_rate,fit_cervix_bbox_total,fit_circle_rate,fit_circle_total,fit_ellipse_rate,fit_ellipse_total,fit_ellipse_goodness,dist_to_center_cervix,dist_to_center_os,consensus
0,0.334652079876,0.06483785470666807,0.05759283682333505,0.40546076346968196,0.5930799504756217,0.013653069737077915,0.0,0.06321483343924583,0.010109077437217881,0.005244976277164681,0.007616488167330597,0.0,0.3111643548087913,0.3443874675998817,0.7422761125678783,0.7009609249348829,0.5709805199243849,0.5763789949861802,0.7594512555727777,0.4793176626700223,0.386570177256618,0.4216024911466676,0.508792817141839,0.8425954711717658,0.7151763774824693,0.6912808492025828,0.9450914824069019,0.8087586513718906,0.7105871547399603,0.624052891936848,0.8487722435205084,0.5958228756084215,0.5977581470738554,0.4388627674106158,0.6577955746202279,0.6920226825426512,0.7966597470076094,0.4208128471573682,0.8372304970648048,0.9360509531124722,0.9743589655550828,0.5882879908640345,0.3575035247080851,0.8429092053305931,0.7172097772573215,0.8549544622773089,0.908884857399732,0.4760904054818274,0.5172666106216196,0.7042640639817481,0.7900384887655002,0.8789059700628897,0.38075982104285894,0.8049729448148979,0.41399248515360804,0.7248414763735087,0.3208712748457525,0.8874925320593346,0.3770759389918374,0.17538533698612477,0.25645475299,0.40425719992,1.0
1,0.441332141938,0.056884343463714716,0.1660592527419063,0.31225346926148956,0.1875724436956421,0.0,0.0,0.5819172864472657,0.0035385828924603094,0.038323860432485535,0.0,0.0,0.22057175066524554,0.2561140538721853,0.594169514880239,0.6646526191021167,0.7321859435615153,0.4478689577528505,0.7843206642336981,0.4303137377318219,0.504534727519709,0.2969339875600873,0.5072601507029174,0.6712455320374404,0.8142153840956295,0.4378161517762082,0.8318241997016453,0.9797645917525261,0.7914261177676118,0.8211335774256687,1.0,0.6512521377905676,0.6050409927247528,0.5292954866030665,0.6994043907586079,0.7155443268826707,0.7341181791170096,0.48962972958686124,0.8328526568964204,0.8856546826214778,0.9548886095796667,0.532788624608037,0.34692221847199867,0.6748015501137463,0.8125854256041933,0.7963121153186301,0.9215752209835794,0.48567619720512956,0.4035838366059466,0.7483256231520098,0.7489465531695295,0.9584873295395948,0.46044650600493287,0.8701222497912422,0.5050861933892152,0.8213402002175012,0.3734417123791976,0.9053157278938906,0.48748975449943444,0.1138675930216856,0.566758824685,0.491790956949,1.0
2,0.48632253058,0.42488114253886067,0.22366506431317856,0.3755699448941079,0.1429434715894434,0.0,0.0,0.005834435566957133,0.001740841982911609,0.013911011315036087,0.0,0.005398806532604566,0.0,0.022568466133310712,0.167114298592937,0.5845128852006105,0.5724968740253825,0.4307927407324694,0.6657201918896088,0.39172686097873016,0.45086068879921987,0.27467439035525054,0.4590704740948797,0.8203803154214522,0.5797919765506658,0.7268616558267995,0.8825542489556348,0.7454229473803696,0.5165229187444854,0.7050633458977588,0.7259890796215642,0.47987106800405677,0.35962881659784623,0.47848100610125227,0.4804199073763365,0.9319217485473382,0.5784475333060892,0.8674160041416056,0.9463341460431431,0.9657929877917241,0.9877606762676614,0.6852427617300282,0.3231581793597025,0.8200771898834346,0.583885083662959,0.9289753467551147,0.9941055766366321,0.759640912199697,0.2817040525070063,0.9319007232020916,0.5786042425310133,0.9317921836029704,0.5219216678741521,0.8691833248539318,0.5571770474583605,0.7538389872213814,0.4483592594086622,0.9033749210331937,0.5383396408894702,0.14675369293448426,0.466574971272,0.491928229671,1.0
3,0.383838836034,0.1577594323268052,0.16744886976086193,0.577661757458824,0.16600887363468061,0.0,0.0,0.019781124440994585,0.015209110667867854,0.005829226932632174,0.0,0.003541379266188369,0.2066237753767521,0.32274878846067484,1.0,0.7413217002478759,0.5828012873734063,0.6204546309541789,0.7960935108373407,0.4757539379901491,0.4118197873312344,0.40390203817513254,0.5140254587365657,0.8711161538159528,0.6174086587456691,0.7710012930549708,0.937703337540306,0.8883116221599842,0.673157194348153,0.7861457498079789,0.8885960692442919,0.6080058527084136,0.5799992444773744,0.47861124498592955,0.6590948406669306,0.7343871488464808,0.7825989096602448,0.4847929040748624,0.8654642086052682,0.9303628889333635,0.9768249096479089,0.6181208723182613,0.3225757075866264,0.8711995808790425,0.621890449549402,0.8237592697587606,0.8967665134432415,0.5105417120517879,0.5386139942924826,0.7559141017101854,0.7610476261240353,0.9275535034574965,0.4138185394174388,0.8731588259499327,0.43775980140689064,0.7339073604061008,0.3634862758964284,0.9005852030373904,0.4262104626387551,0.11556365886146014,0.371283043388,0.63237456964,1.0
4,0.613026475774,0.1843982297880407,0.0964585851576839,0.3598667870463636,0.0,0.0,0.0,0.0,0.0,0.0042095323596490165,0.0,0.0,0.023062939846911688,0.028288064916193064,0.7126058559602391,0.6413656800466353,0.5419494394074283,0.5172850909767311,0.701450410562113,0.4492878289826374,0.35472946562322333,0.39913596836984083,0.47447309859833925,0.7711842916247051,0.7518153862379652,0.5877885298387907,0.8963899067876571,0.8622151843873674,0.5109308094979333,0.8967174792112937,0.8045361214091306,0.5956993845689171,0.3294734163306555,0.7140295511536459,0.5489789797284375,0.7954993073919853,0.7019994347185066,0.6137752061692313,0.8840935106153127,0.9363471507393729,0.9770122075841088,0.5699903921965035,0.37298320026234066,0.7715949614607758,0.7544471174276809,0.8730655603528217,0.9598771489112561,0.5465786520700716,0.4342510181234778,0.7982299045914151,0.6969680758520986,0.9540166726586606,0.642574174373735,0.7636220391602695,0.7994310099577283,0.8133158611754925,0.5238420256474878,0.9260410943973305,0.6619862546936492,0.153003310974223,0.593152393853,0.364538693102,1.0
5,0.576113841893,0.10004888716768186,0.19543571719663447,0.19258031169369474,0.26267292390758684,0.05350720352620523,0.0275950594746,0.07592696864133563,0.0,0.0319801919526019,0.0,0.0,0.0,0.044657951087798804,0.10913342185791669,0.7223696845260191,0.6596046358047565,0.5571721664685929,0.8066038282997791,0.5176621325364488,0.5084389518849366,0.40822823765942595,0.5786487491415296,0.8719662527420027,0.7720921080067951,0.7006075909881664,0.9883614302099551,0.835841202821588,0.6757328941152976,0.6999831928512316,0.8533335800111229,0.5823872271758996,0.45114246914460415,0.5656263859563994,0.5890049250055177,0.8034667675326861,0.8499712492580535,0.534191645713453,0.944586441035227,0.9446814606571621,0.9807723090360122,0.5765093740239203,0.3512096599876011,0.8717592286967213,0.7770542989504146,0.8876488442259529,0.9638580107438992,0.5637561838133738,0.40212492724335297,0.8054181495245671,0.844610069650483,0.9404310296052818,0.6126061601053582,0.8315763117361258,0.6899004267431543,0.8843904512490705,0.45273556535794773,0.9340188876859712,0.6168117684614581,0.1104086987686982,0.277214298648,0.316149468031,1.0
6,0.563716810441,0.11744335809475018,0.23125503794095648,0.34808859274690707,0.0,0.0,0.0,0.0,0.0,0.02206393153201044,0.002283654240650263,0.0,0.0036787041245460238,0.033754085427847406,0.7767438445850958,0.5438902977023753,0.623636940032732,0.3538338530092378,0.6500555336211331,0.33994170964822334,0.43464672360540435,0.21589148500156619,0.4122915627639215,0.7901767420557537,0.8753259696242329,0.5537833930147047,0.9523621836396546,0.7930053125688005,0.590189342764212,0.711883463520406,0.7888875821313754,0.4867339279457574,0.37988131950456816,0.4698148338839881,0.493414108887005,0.8626039875556909,0.7911549476927187,0.6473398701788085,0.9696403480342294,0.956253872137872,0.9749951592369844,0.6780332548591317,0.5001195896828987,0.7901295893767551,0.8810932454745062,0.8965375220618673,0.9717004060599804,0.6820777607728994,0.4737130176435579,0.8634316289152927,0.78960316808561,0.9397020555324187,0.5998888766073546,0.8136821440535821,0.6899004267431543,0.900044578792753,0.4352886198511164,0.9327401511979222,0.6043664033487044,0.10636777260745339,0.467773334351,0.416020985731,1.0
7,0.533574001456,0.17527062743107083,0.1448311960614119,0.3313390202220366,0.0,0.0,0.0,0.0,0.0,0.029410283956376137,0.023128627116297526,0.0,0.6545359238621808,0.6133776625743915,0.1595046692561258,0.49904717723634806,0.4014721999679131,0.4129554779121035,0.5389944089364922,0.4307685532743905,0.3971031493074585,0.3531649169307629,0.4731864619867373,0.7894734306202923,0.600752736663199,0.6797135588121315,0.8631236649242069,0.8942170524072167,0.8138060511901579,0.6635950607296776,0.9499048252696487,0.6942894931257758,0.6639314848101179,0.5448661276820816,0.753286453293273,0.7119944197185932,0.6950592968641781,0.5087438236739344,0.8157446896927764,0.9906754022291093,0.9700287358062804,0.6122137415228355,0.38389534238848555,0.7907979996828657,0.602110611146116,0.9566176485996812,0.8451535012964906,0.6090718777198775,0.4973699355370349,0.8713091151162229,0.718063112498884,0.9617626561375776,0.5547876059120705,0.8170175071838138,0.6503445584955906,0.9187400602524316,0.40362899290211635,0.9298579302664971,0.5738231444673414,0.10049676501509615,0.443463713079,0.493732094345,1.0
8,0.52238170322,0.4095563139934742,0.1614603706123281,0.38533241349810216,0.0,0.0,0.0,0.0,0.0,0.0054962832464812246,0.02490452591739297,0.00016219547067138066,0.14041532799102638,0.15054096697923944,0.4787805956843295,0.6296680251663007,0.42718555222324384,0.5620847372995655,0.6533596889448359,0.45308273936021,0.28872535551194267,0.4382438837340109,0.4563615917225495,0.7200146513133124,0.5448334632298447,0.6213265308828345,0.786195765677349,0.8819617804793007,0.5195438467020993,0.9201522002060103,0.8217052518068103,0.6308849490129914,0.42014854565898124,0.6831052430149338,0.6102667639180835,0.747967573375622,0.5462473168349878,0.6463277613355304,0.789571367391413,0.9263957551720254,0.9683154412336935,0.53635857107395,0.39183824864162115,0.7208117384561352,0.5452689859264755,0.854555743416115,0.9399688040229189,0.502682051731062,0.43466560270478183,0.761526492661358,0.5552879486134515,0.9102989399886731,0.5738573124384402,0.866584754518447,0.6002844950211358,0.7298337025423248,0.4974442212658134,0.9089970723569888,0.5746791921592721,0.22001485840695223,0.19219382865,0.301538486977,1.0
9,0.306174823476,0.03699585643439001,0.12960295179904044,0.4840607959326409,0.0,0.0,0.0,0.0,0.0,0.0041002882513732335,0.0,0.0,0.2103936471087408,0.27324467485765913,0.294599987378131,0.6552953850626413,0.45073506201270835,0.5817744458452859,0.6820255024960779,0.4838882884484612,0.3509936907494528,0.4459576781708629,0.5010582311502789,0.6971770241637352,0.47151854333403637,0.6274924198729179,0.7431692283489713,0.8918669810183592,0.6932675939607057,0.7729499586353173,0.8992382255816802,0.66363349311167,0.5816345513243238,0.5751913740188282,0.6985531735866912,0.6552454631710527,0.5452391518208087,0.5256288276039305,0.7161322746571754,0.9186353083899337,0.9652737548572579,0.5145014468686201,0.2246691464058365,0.7021887393077747,0.47217410480032895,0.8238775506163319,0.8771271916010873,0.4404769951367973,0.37822592002935845,0.7001699519400368,0.6115526917167647,0.9597344196671008,0.3190203635511905,0.7944652207083871,0.38377333796283525,0.9474789724892515,0.22458473979993696,0.9226506369878,0.3318426403239775,0.0699523157505877,0.261678090635,0.233486379579,0.0
